payout,asr,sharpe,sortino,std_dev,max_dd,smart_sharpe
feature_dexterity11,0.03720659688372093,1.9106686511180957,1.9493772503281195,7.770658265806365,0.01908640150461298,-0.010658587100000087,1.746788267229248
feature_dexterity12,0.037499578434883725,1.8525855342830373,1.9795621713604534,7.394278811561083,0.018943369891288715,-0.012290464299999927,1.752647781272047
feature_dexterity13,0.0372247735,1.9014618962660033,1.9496198617353964,7.601460022594829,0.019093349545005904,-0.010967293899999987,1.751017680238528
feature_dexterity14,0.037357531476744185,1.9542732665721263,1.940749333201938,8.104509833269939,0.019249024506998027,-0.009697485100000049,1.7596462312308685
feature_constitution1,0.0372984902372093,1.9042360079460963,1.9521061552776608,7.664666004228429,0.01910679403185637,-0.010909781900000049,1.761016085217387
feature_constitution2,0.037201228169767446,1.921273237902965,1.9562525975876461,7.844099131458601,0.019016577008328147,-0.010357983299999983,1.7526757445915613
feature_constitution3,0.03726263110465116,1.9105840608831457,1.9538387628155316,7.720368833263737,0.01907149751239184,-0.010843376399999913,1.7555281164269487
feature_constitution4,0.03726085870930233,1.905889019676909,1.950200814363805,7.65198270238629,0.019106165085597905,-0.010953064099999923,1.7481888789803255
feature_constitution5,0.037233038651162786,1.9120894748380965,1.9438673533841446,7.686418854051475,0.01915410461847745,-0.01083408750000008,1.7508296260671818
feature_constitution6,0.03732283013023256,1.9054541466099706,1.9502779353706228,7.690803294458356,0.019137185245927467,-0.010969467899999872,1.7553762786601905
feature_constitution7,0.037268540246511626,1.919170846088193,1.9516840261577473,7.752421640333941,0.019095580917307436,-0.01095484290000005,1.752068352922215
feature_constitution8,0.03731422979069768,1.9113321274252342,1.961354929703964,7.745345235641627,0.0190247207303421,-0.010821438799999871,1.764007569699464
feature_constitution9,0.03725977197209303,1.903301050978835,1.9579315485755453,7.702317040882174,0.019030170896015566,-0.010814323900000032,1.746527191453829
feature_constitution10,0.037266549479069766,1.9065828707406642,1.9572075417378523,7.6943269409369215,0.019040673349327016,-0.01091294410000001,1.7622853187865861
feature_constitution11,0.03725177881627907,1.9057504057489667,1.946187090584897,7.650521029783801,0.019140903254621637,-0.011004844699999981,1.741128119088853
feature_constitution12,0.037258982995348834,1.8599380602297335,1.930858704426313,7.306958600480185,0.019296587010709847,-0.011926814799999913,1.7327826567522842
feature_constitution13,0.03724223730465116,1.918002223621833,1.9497031979725803,7.768842147456929,0.019101490597839662,-0.010577951799999988,1.7456004132440859
feature_constitution14,0.03725724743953489,1.9175480719249667,1.9527124362205195,7.758938439633346,0.01907974095338195,-0.01068487260000005,1.754721956601278
feature_constitution15,0.037331765009302326,1.894805685514737,1.9525037147824456,7.572724642300931,0.019119945701850792,-0.011510001300000095,1.7572181027703682
feature_constitution16,0.037259760897674424,1.8944937158981139,1.9457671706545658,7.561365337219946,0.019149136371305952,-0.011160383899999862,1.7492732201059564
feature_constitution17,0.03728099653255814,1.9091777503171337,1.9604378678370433,7.708303453585481,0.01901666823733127,-0.010898911999999938,1.7600082704535802
feature_constitution18,0.03731665480930233,1.9169393879409078,1.957689460458117,7.765993093437948,0.019061580277686074,-0.010786654999999949,1.752414948007643
feature_constitution19,0.03723195515813953,1.8985422061750836,1.9531847503515651,7.647119763055223,0.019062177887390293,-0.01098073310000001,1.757975098664167
feature_constitution20,0.037251713527906974,1.901500353806933,1.9429539735906283,7.597343709069656,0.019172720524647767,-0.010883694000000032,1.7449018807875731
feature_constitution21,0.03731242060930232,1.9139816904350113,1.9456384746644548,7.758024140619843,0.019177468525203394,-0.010804837400000144,1.7486727747792765
feature_constitution22,0.03731483232093024,1.9077766319314429,1.9503932833343856,7.676445711865218,0.019131952842422084,-0.01100859969999999,1.7548630340041707
feature_constitution23,0.037244614544186046,1.9096015016268983,1.9562764060238111,7.67884938563267,0.01903852361021253,-0.011096349999999946,1.770334393931677
feature_constitution24,0.03728741255813954,1.9186481000266917,1.9561690265683436,7.753628700893813,0.019061447171337682,-0.010848119599999926,1.757230998493497
feature_constitution25,0.037295632776744185,1.9114333283767764,1.9559352164815922,7.747201686259304,0.01906792845819962,-0.010848119600000051,1.7540228332764873
feature_constitution26,0.037213017286046514,1.9012240443709525,1.9404011943843844,7.576005433947555,0.019178001638909932,-0.011166708199999953,1.7491414567358359
feature_constitution27,0.03728891228372093,1.912289624514502,1.953279078434212,7.741720695637074,0.019090417081420067,-0.01090405049999996,1.7545393559335467
feature_constitution28,0.03725069177441861,1.9092264169477027,1.9447926621870124,7.6461685790448115,0.01915406845094141,-0.011068088100000014,1.7423187544860437
feature_constitution29,0.03730955923255814,1.8871613626732398,1.9441975488080696,7.498361328872794,0.019190209994571557,-0.011476600900000005,1.7355438243679961
feature_constitution30,0.03731362180465116,1.906718421658866,1.95018146348166,7.700589279470033,0.019133410148425435,-0.010937648600000086,1.7467600968169037
feature_constitution31,0.037203849823255815,1.9111413352351865,1.9523017407018288,7.686905648002624,0.019056403550550275,-0.010858594299999939,1.7649697958017292
feature_constitution32,0.0372653610744186,1.909398995391465,1.9555790106432347,7.676486994263487,0.019055921991186216,-0.011007018699999921,1.7544732681285837
feature_constitution33,0.03718792609767442,1.9041442423232946,1.9424527125298305,7.618149383144299,0.019144829553786793,-0.011014528800000046,1.7376172026251129
feature_constitution34,0.03722272019767442,1.9114293821002764,1.9470382412344227,7.692806782647134,0.019117611256610555,-0.010889030199999997,1.7501639721209765
feature_constitution35,0.03732804670930232,1.9260083369051175,1.956424429635223,7.858558802231604,0.019079728377886882,-0.010580718699999924,1.7534365813760633
feature_constitution36,0.037276512183720925,1.8973932399967466,1.949465945261201,7.601961734518366,0.01912139695198748,-0.011199318100000067,1.7466853216651717
feature_constitution37,0.037359446355813945,1.8950553565537567,1.9482617240232614,7.530775094097845,0.019175784185024563,-0.011605656900000141,1.75399388048237
feature_constitution38,0.037307499990697685,1.9232931320539348,1.9483341898237128,7.796890056339524,0.019148409028367615,-0.010700288200000052,1.760217425134935
feature_constitution39,0.03726088960465116,1.907395239728217,1.9507385001921942,7.665536061528571,0.019100914654106675,-0.011040814300000116,1.747810462319079
feature_constitution40,0.037273899027906975,1.8922245540766154,1.9449233734998495,7.53057099449924,0.01916471339476648,-0.011309993999999938,1.7324437005186841
feature_constitution41,0.03725246986976745,1.9275598689387434,1.966163858269457,7.893551565581186,0.01894677786548048,-0.010518463399999962,1.7676526249730662
feature_constitution42,0.037210987383720924,1.9161192879334257,1.950355618846061,7.7511299244556655,0.019079078207151278,-0.010707403100000021,1.758064243584955
feature_constitution43,0.03725783212558139,1.8895288670648032,1.946133062848034,7.570446474332258,0.019144545065719748,-0.011017888599999977,1.740674273877606
feature_constitution44,0.03732738281395349,1.9221934521654185,1.95849126706744,7.856445437060044,0.01905925415222601,-0.010442571400000034,1.7616120766544099
feature_constitution45,0.03721144606511628,1.8683026505013616,1.9409840907813374,7.3174191547970935,0.019171432801459453,-0.012052510999999972,1.7446181460830599
